t;ydata;fitted
701.0;14574845.0;15295963.108517954
702.0;14682758.0;15363944.871760964
703.0;14745107.0;15432228.773961943
704.0;14867218.0;15500816.157445926
705.0;15053624.0;15569708.37015064
706.0;15264297.0;15638906.765651999
707.0;15481890.0;15708412.703189624
708.0;15674100.0;15778227.562294072
709.0;15790989.0;15848352.710059658
710.0;15869417.0;15918789.523064954
711.0;16026216.0;15989539.38603437
712.0;16242070.0;16060603.68980075
713.0;16504822.0;16131983.831347663
714.0;16757658.0;16203681.213851657
715.0;16994744.0;16275697.246724563
716.0;17141351.0;16348033.349382972
717.0;17233729.0;16420690.943180611
718.0;17432617.0;16493671.456416683
719.0;17695210.0;16566976.324555932
720.0;17990141.0;16640606.98959484
721.0;18287986.0;16714564.90010842
722.0;18548225.0;16788851.511297
723.0;18680017.0;16863468.28503299
724.0;18772331.0;16938416.68230631
725.0;18994411.0;17013698.17925345
726.0;19278143.0;17089314.258461658
727.0;19596530.0;17165266.407483477
728.0;19893028.0;17241556.120594762
729.0;20145054.0;17318184.898831777
730.0;20256278.0;17395154.25002828
731.0;20323779.0;17472465.688852597
732.0;20561131.0;17550120.72955731
733.0;20829608.0;17628120.90075339
734.0;21357095.0;17706467.73852013
735.0;21357039.0;17785162.783745468
736.0;21553495.0;17864207.584152557
737.0;21668677.0;17943603.69432703
738.0;21668677.0;18023352.67574425
739.0;21849074.0;18103456.096796595
740.0;22265788.0;18183915.532138668
741.0;22441051.0;18264732.56403358
742.0;22591726.0;18345908.781881582
743.0;22647197.0;18427445.781868603
744.0;22677986.0;18509345.16721559
745.0;22878428.0;18591608.548204806
746.0;23017079.0;18674237.542206116
747.0;23182447.0;18757233.773703292
748.0;23339311.0;18840598.877305146
749.0;23376879.0;18924334.492348216
750.0;23416663.0;19008442.264216896
751.0;23437145.0;19092923.84665602
752.0;23459628.0;19177780.90063531
753.0;23658211.0;19263015.0943494
754.0;23844536.0;19348628.10321781
755.0;24006254.0;19434621.61552161
756.0;24141333.0;19520997.31971251
757.0;24180512.0;19607756.913879156
758.0;24200596.0;19694902.103628222
759.0;24337394.0;19782434.601918355
760.0;24337394.0;19870356.132814292
761.0;24609159.0;19958668.424482077
762.0;24710769.0;20047373.21283833
763.0;24798067.0;20136472.241782527
764.0;24809785.0;20225967.265131388
765.0;24813817.0;20315860.04281632
766.0;24927339.0;20406152.34179134
767.0;25033970.0;20496845.937237136
768.0;25130137.0;20587942.613814168
769.0;25215210.0;20679444.163436394
770.0;25287462.0;20771352.38452729
771.0;25295950.0;20863669.084004592
772.0;25299300.0;20956396.078129075
773.0;25406868.0;21049535.191402014
774.0;25503878.0;21143088.254200775
775.0;25592839.0;21237057.105762713
776.0;25661838.0;21331443.594506707
777.0;25723697.0;21426249.57812955
